name,state,state_code,type,degree_length,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,lat,long
Menlo College,California,CA,Private,4 Year,14225,42800,57025,42800,57025,36.778261,-119.417932
Merced College,California,CA,Public,2 Year,NA,1436,1436,9176,9176,36.778261,-119.417932
Merritt College,California,CA,Public,2 Year,NA,1420,1420,9610,9610,36.778261,-119.417932
Mills College,California,CA,Private,4 Year,13448,30257,43705,30257,43705,36.778261,-119.417932
MiraCosta College,California,CA,Public,2 Year,NA,1428,1428,8448,8448,36.778261,-119.417932
Mission College,California,CA,Public,2 Year,NA,1572,1572,9312,9312,36.778261,-119.417932
Modesto Junior College,California,CA,Public,2 Year,NA,1416,1416,9156,9156,36.778261,-119.417932
Monterey Peninsula College,California,CA,Public,2 Year,NA,1450,1450,9190,9190,36.778261,-119.417932
Moorpark College,California,CA,Public,2 Year,NA,1448,1448,9248,9248,36.778261,-119.417932
Moreno Valley College,California,CA,Public,2 Year,NA,1416,1416,8436,8436,36.778261,-119.417932
Mount Saint Mary's University,California,CA,Private,4 Year,12235,41170,53405,41170,53405,36.778261,-119.417932
Mount San Antonio College,California,CA,Public,2 Year,NA,1442,1442,9414,9414,36.778261,-119.417932
Mount San Jacinto College,California,CA,Public,2 Year,NA,1394,1394,10034,10034,36.778261,-119.417932
Mt. Sierra College,California,CA,For Profit,4 Year,NA,15688,15688,15688,15688,36.778261,-119.417932
MTI College,California,CA,For Profit,2 Year,NA,15250,15250,15250,15250,36.778261,-119.417932
Napa Valley College,California,CA,Public,2 Year,NA,1414,1414,9154,9154,36.778261,-119.417932
National University,California,CA,Private,4 Year,NA,16710,16710,16710,16710,36.778261,-119.417932
New Charter University,California,CA,For Profit,4 Year,NA,2691,2691,2691,2691,36.778261,-119.417932
Norco College,California,CA,Public,2 Year,NA,1416,1416,8436,8436,36.778261,-119.417932
Northcentral University,California,CA,For Profit,4 Year,NA,11064,11064,11064,11064,36.778261,-119.417932
Northwestern Polytechnic University,California,CA,Private,4 Year,6000,10700,16700,10700,16700,36.778261,-119.417932
Notre Dame de Namur University,California,CA,Private,4 Year,14494,35350,49844,35350,49844,36.778261,-119.417932
Occidental College,California,CA,Private,4 Year,15496,54686,70182,54686,70182,36.778261,-119.417932
Ohlone College,California,CA,Public,2 Year,NA,1419,1419,8409,8409,36.778261,-119.417932
Orange Coast College,California,CA,Public,2 Year,NA,1438,1438,9568,9568,36.778261,-119.417932
Otis College of Art and Design,California,CA,Private,4 Year,15100,44580,59680,44580,59680,36.778261,-119.417932
Oxnard College,California,CA,Public,2 Year,NA,1418,1418,9218,9218,36.778261,-119.417932
Pacific Oaks College,California,CA,Private,4 Year,NA,34830,34830,34830,34830,36.778261,-119.417932
Pacific States University,California,CA,Private,4 Year,NA,16005,16005,16005,16005,36.778261,-119.417932
Pacific Union College,California,CA,Private,4 Year,8310,30060,38370,30060,38370,36.778261,-119.417932
Palo Verde College,California,CA,Public,2 Year,NA,1380,1380,9120,9120,36.778261,-119.417932
Palomar College,California,CA,Public,2 Year,NA,1430,1430,9170,9170,36.778261,-119.417932
Pasadena City College,California,CA,Public,2 Year,NA,1440,1440,9180,9180,36.778261,-119.417932
Pepperdine University,California,CA,Private,4 Year,15320,53932,69252,53932,69252,36.778261,-119.417932
Pitzer College,California,CA,Private,4 Year,16844,54056,70900,54056,70900,36.778261,-119.417932
Point Loma Nazarene University,California,CA,Private,4 Year,10450,35700,46150,35700,46150,36.778261,-119.417932
Pomona College,California,CA,Private,4 Year,16716,52780,69496,52780,69496,36.778261,-119.417932
Porterville College,California,CA,Public,2 Year,NA,1404,1404,7824,7824,36.778261,-119.417932
Providence Christian College,California,CA,Private,4 Year,9694,29372,39066,29372,39066,36.778261,-119.417932
Reedley College,California,CA,Public,2 Year,6668,1420,8088,9160,15828,36.778261,-119.417932
Rio Hondo College,California,CA,Public,2 Year,NA,1452,1452,8472,8472,36.778261,-119.417932
Riverside City College,California,CA,Public,2 Year,NA,1416,1416,9156,9156,36.778261,-119.417932
Sacramento City College,California,CA,Public,2 Year,NA,1416,1416,9546,9546,36.778261,-119.417932
Saddleback College,California,CA,Public,2 Year,NA,1418,1418,10058,10058,36.778261,-119.417932
Sage College,California,CA,For Profit,2 Year,NA,9400,9400,9400,9400,36.778261,-119.417932
Saint Mary's College of California,California,CA,Private,4 Year,15370,47280,62650,47280,62650,36.778261,-119.417932
San Bernardino Valley College,California,CA,Public,2 Year,NA,1420,1420,10120,10120,36.778261,-119.417932
San Diego Christian College,California,CA,Private,4 Year,11640,31404,43044,31404,43044,36.778261,-119.417932
San Diego City College,California,CA,Public,2 Year,NA,1418,1418,8048,8048,36.778261,-119.417932
San Diego Mesa College,California,CA,Public,2 Year,NA,1418,1418,8048,8048,36.778261,-119.417932
San Diego Miramar College,California,CA,Public,2 Year,NA,1437,1437,8067,8067,36.778261,-119.417932
San Diego State University,California,CA,Public,4 Year,16735,7488,24223,19368,36103,36.778261,-119.417932
San Francisco Art Institute,California,CA,Private,4 Year,15709,46534,62243,46534,62243,36.778261,-119.417932
San Francisco Conservatory of Music,California,CA,Private,4 Year,14510,46110,60620,46110,60620,36.778261,-119.417932
San Francisco State University,California,CA,Public,4 Year,15151,7260,22411,19140,34291,36.778261,-119.417932
San Joaquin Delta College,California,CA,Public,2 Year,NA,1380,1380,9480,9480,36.778261,-119.417932
San Jose City College,California,CA,Public,2 Year,NA,1448,1448,8438,8438,36.778261,-119.417932
San Jose State University,California,CA,Public,4 Year,16442,7796,24238,17300,33742,36.778261,-119.417932
Santa Ana College,California,CA,Public,2 Year,NA,1418,1418,10208,10208,36.778261,-119.417932
Santa Barbara City College,California,CA,Public,2 Year,NA,1496,1496,10046,10046,36.778261,-119.417932
Santa Clara University,California,CA,Private,4 Year,14910,51711,66621,51711,66621,36.778261,-119.417932
Santa Monica College,California,CA,Public,2 Year,NA,1444,1444,11164,11164,36.778261,-119.417932
Santa Rosa Junior College,California,CA,Public,2 Year,NA,1430,1430,10460,10460,36.778261,-119.417932
Santiago Canyon College,California,CA,Public,2 Year,NA,1418,1418,10208,10208,36.778261,-119.417932
Scripps College,California,CA,Private,4 Year,16932,55024,71956,55024,71956,36.778261,-119.417932
Shasta Bible College and Graduate School,California,CA,Private,4 Year,2800,11350,14150,11350,14150,36.778261,-119.417932
Shasta College,California,CA,Public,2 Year,NA,1418,1418,8438,8438,36.778261,-119.417932
Sierra College,California,CA,Public,2 Year,11063,1430,12493,9010,20073,36.778261,-119.417932
Silicon Valley University,California,CA,Private,4 Year,NA,10725,10725,10725,10725,36.778261,-119.417932
Simpson University,California,CA,Private,4 Year,8140,27700,35840,27700,35840,36.778261,-119.417932
Skyline College,California,CA,Public,2 Year,NA,1446,1446,8676,8676,36.778261,-119.417932
Soka University of America,California,CA,Private,4 Year,12530,31310,43840,31310,43840,36.778261,-119.417932
Solano Community College,California,CA,Public,2 Year,NA,1406,1406,9296,9296,36.778261,-119.417932
Sonoma State University,California,CA,Public,4 Year,13960,7798,21758,19678,33638,36.778261,-119.417932
South Coast College,California,CA,For Profit,2 Year,NA,11594,11594,11594,11594,36.778261,-119.417932
Southern California Institute of Architecture,California,CA,Private,4 Year,NA,44960,44960,44960,44960,36.778261,-119.417932
Southern California Institute of Technology,California,CA,For Profit,4 Year,NA,17000,17000,17000,17000,36.778261,-119.417932
Southern California Seminary,California,CA,Private,4 Year,5580,13300,18880,13300,18880,36.778261,-119.417932
Southwestern College,California,CA,Public,2 Year,NA,1428,1428,8778,8778,36.778261,-119.417932
Stanford University,California,CA,Private,4 Year,15763,51354,67117,51354,67117,36.778261,-119.417932
SUM Bible College & Theological Seminary,California,CA,Private,4 Year,3375,9865,13240,9865,13240,36.778261,-119.417932
Taft College,California,CA,Public,2 Year,4942,1380,6322,9120,14062,36.778261,-119.417932
The Master's University and Seminary,California,CA,Private,4 Year,11200,25390,36590,25390,36590,36.778261,-119.417932
Thomas Aquinas College,California,CA,Private,4 Year,8400,25000,33400,25000,33400,36.778261,-119.417932
Touro University Worldwide,California,CA,Private,4 Year,NA,14400,14400,14400,14400,36.778261,-119.417932
Trident University International,California,CA,For Profit,4 Year,NA,11550,11550,11550,11550,36.778261,-119.417932
University of Antelope Valley,California,CA,Private,4 Year,6640,17738,24378,17738,24378,36.778261,-119.417932
University of California: Berkeley,California,CA,Public,4 Year,16160,14184,30344,43176,59336,36.778261,-119.417932
University of California: Davis,California,CA,Public,4 Year,16211,14463,30674,43458,59669,36.778261,-119.417932
University of California: Irvine,California,CA,Public,4 Year,15263,15614,30877,44606,59869,36.778261,-119.417932
University of California: Los Angeles,California,CA,Public,4 Year,15816,13774,29590,42766,58582,36.778261,-119.417932
University of California: Merced,California,CA,Public,4 Year,16454,13627,30081,41641,58095,36.778261,-119.417932
University of California: Riverside,California,CA,Public,4 Year,17475,15633,33108,44625,62100,36.778261,-119.417932
University of California: San Diego,California,CA,Public,4 Year,12362,14199,26561,43191,55553,36.778261,-119.417932
University of California: Santa Barbara,California,CA,Public,4 Year,15273,14424,29697,43416,58689,36.778261,-119.417932
University of California: Santa Cruz,California,CA,Public,4 Year,16407,14009,30416,42023,58430,36.778261,-119.417932
University of La Verne,California,CA,Private,4 Year,12850,43050,55900,43050,55900,36.778261,-119.417932
University of Redlands,California,CA,Private,4 Year,14278,49504,63782,49504,63782,36.778261,-119.417932
University of San Diego,California,CA,Private,4 Year,12980,49358,62338,49358,62338,36.778261,-119.417932
University of San Francisco,California,CA,Private,4 Year,14830,48066,62896,48066,62896,36.778261,-119.417932
University of Southern California,California,CA,Private,4 Year,15395,56225,71620,56225,71620,36.778261,-119.417932
University of the Pacific,California,CA,Private,4 Year,13650,48040,61690,48040,61690,36.778261,-119.417932
University of the West,California,CA,Private,4 Year,7764,15440,23204,15440,23204,36.778261,-119.417932
Vanguard University of Southern California,California,CA,Private,4 Year,10520,33700,44220,33700,44220,36.778261,-119.417932
Ventura College,California,CA,Public,2 Year,NA,1418,1418,9218,9218,36.778261,-119.417932
Victor Valley College,California,CA,Public,2 Year,5418,1402,6820,9142,14560,36.778261,-119.417932
West Hills College: Coalinga,California,CA,Public,2 Year,7977,1380,9357,11130,19107,36.778261,-119.417932
West Hills College: Lemoore,California,CA,Public,2 Year,NA,1380,1380,11130,11130,36.778261,-119.417932
West Los Angeles College,California,CA,Public,2 Year,NA,1416,1416,8946,8946,36.778261,-119.417932
West Valley College,California,CA,Public,2 Year,NA,1418,1418,9158,9158,36.778261,-119.417932
Westmont College,California,CA,Private,4 Year,14296,45304,59600,45304,59600,36.778261,-119.417932
Whittier College,California,CA,Private,4 Year,14410,48086,62496,48086,62496,36.778261,-119.417932
William Jessup University,California,CA,Private,4 Year,11320,32950,44270,32950,44270,36.778261,-119.417932
Woodbury University,California,CA,Private,4 Year,11920,39855,51775,39855,51775,36.778261,-119.417932
Woodland Community College,California,CA,Public,2 Year,NA,1400,1400,8420,8420,36.778261,-119.417932
World Mission University,California,CA,Private,4 Year,NA,7200,7200,7200,7200,36.778261,-119.417932
Yeshiva Ohr Elchonon Chabad/West Coast Talmudical Seminary,California,CA,Private,4 Year,8700,14300,23000,14300,23000,36.778261,-119.417932
Yuba College,California,CA,Public,2 Year,NA,1400,1400,8420,8420,36.778261,-119.417932
Adams State University,Colorado,CO,Public,4 Year,8782,9440,18222,20456,29238,39.550051,-105.782067
Aims Community College,Colorado,CO,Public,2 Year,NA,2281,2281,13018,13018,39.550051,-105.782067
Arapahoe Community College,Colorado,CO,Public,2 Year,NA,4811,4811,18671,18671,39.550051,-105.782067
Colorado Christian University,Colorado,CO,Private,4 Year,11846,31866,43712,31866,43712,39.550051,-105.782067
Colorado College,Colorado,CO,Private,4 Year,12512,55470,67982,55470,67982,39.550051,-105.782067
Colorado Mesa University,Colorado,CO,Public,4 Year,10925,9243,20168,22440,33365,39.550051,-105.782067
Colorado Mountain College,Colorado,CO,Public,2 Year,11658,2700,14358,13890,25548,39.550051,-105.782067
Colorado Northwestern Community College,Colorado,CO,Public,2 Year,7370,4906,12276,7885,15255,39.550051,-105.782067
Colorado School of Healing Arts,Colorado,CO,For Profit,2 Year,NA,12148,12148,12148,12148,39.550051,-105.782067
Colorado School of Mines,Colorado,CO,Public,4 Year,13169,18964,32133,38584,51753,39.550051,-105.782067
Colorado School of Trades,Colorado,CO,For Profit,2 Year,NA,21500,21500,21500,21500,39.550051,-105.782067
Colorado State University,Colorado,CO,Public,4 Year,11964,11831,23795,29732,41696,39.550051,-105.782067
Colorado State University - Global Campus,Colorado,CO,Public,4 Year,NA,10500,10500,10500,10500,39.550051,-105.782067
Colorado State University: Pueblo,Colorado,CO,Public,4 Year,10470,10408,20878,26329,36799,39.550051,-105.782067
Community College of Aurora,Colorado,CO,Public,2 Year,NA,4887,4887,18747,18747,39.550051,-105.782067
Community College of Denver,Colorado,CO,Public,2 Year,NA,5757,5757,19617,19617,39.550051,-105.782067
Fort Lewis College,Colorado,CO,Public,4 Year,9878,9040,18918,19696,29574,39.550051,-105.782067
Front Range Community College,Colorado,CO,Public,2 Year,NA,3986,3986,15074,15074,39.550051,-105.782067
IBMC College: Fort Collins,Colorado,CO,For Profit,2 Year,NA,13010,13010,13010,13010,39.550051,-105.782067
Johnson & Wales University: Denver,Colorado,CO,Private,4 Year,12546,32091,44637,32091,44637,39.550051,-105.782067
Lamar Community College,Colorado,CO,Public,2 Year,6588,3950,10538,6332,12920,39.550051,-105.782067
Metropolitan State University of Denver,Colorado,CO,Public,4 Year,NA,7665,7665,20847,20847,39.550051,-105.782067
Morgan Community College,Colorado,CO,Public,2 Year,NA,4645,4645,18505,18505,39.550051,-105.782067
Naropa University,Colorado,CO,Private,4 Year,12849,31790,44639,31790,44639,39.550051,-105.782067
Nazarene Bible College,Colorado,CO,Private,4 Year,NA,14700,14700,14700,14700,39.550051,-105.782067
Northeastern Junior College,Colorado,CO,Public,2 Year,7080,5072,12152,7910,14990,39.550051,-105.782067
Otero Junior College,Colorado,CO,Public,2 Year,7112,4882,11994,7861,14973,39.550051,-105.782067
Pikes Peak Community College,Colorado,CO,Public,2 Year,NA,4812,4812,18672,18672,39.550051,-105.782067
Pueblo Community College,Colorado,CO,Public,2 Year,NA,5968,5968,19425,19425,39.550051,-105.782067
Red Rocks Community College,Colorado,CO,Public,2 Year,NA,4986,4986,18848,18848,39.550051,-105.782067
Regis University,Colorado,CO,Private,4 Year,11560,36810,48370,36810,48370,39.550051,-105.782067
Trinidad State Junior College,Colorado,CO,Public,2 Year,6898,4972,11870,7951,14849,39.550051,-105.782067
University of Colorado Boulder,Colorado,CO,Public,4 Year,14418,12532,26950,37286,51704,39.550051,-105.782067
University of Colorado Colorado Springs,Colorado,CO,Public,4 Year,10500,10463,20963,24893,35393,39.550051,-105.782067
University of Colorado Denver,Colorado,CO,Public,4 Year,NA,11394,11394,32004,32004,39.550051,-105.782067
University of Denver,Colorado,CO,Private,4 Year,13005,50556,63561,50556,63561,39.550051,-105.782067
University of Northern Colorado,Colorado,CO,Public,4 Year,11204,9786,20990,21474,32678,39.550051,-105.782067
Western State Colorado University,Colorado,CO,Public,4 Year,9635,10114,19749,21586,31221,39.550051,-105.782067
Albertus Magnus College,Connecticut,CT,Private,4 Year,13200,32060,45260,32060,45260,41.603221,-73.087749
Asnuntuck Community College,Connecticut,CT,Public,2 Year,NA,4404,4404,13170,13170,41.603221,-73.087749
Capital Community College,Connecticut,CT,Public,2 Year,NA,4404,4404,13172,13172,41.603221,-73.087749
Central Connecticut State University,Connecticut,CT,Public,4 Year,12176,10616,22792,21856,34032,41.603221,-73.087749
